Precinct Designation (Permanent),Early Votes,Votes Allowed,SubJurisidction,(Unused),Polling Place Votes,Contest Name,Precinct Name,Vote Total,Choice Name,Referendum Flag,Contest ID,Party Name,Provisional Votes,Polling Place Votes DS200,Early Votes DS200,Choice ID,Precinct ID (Election)
02,000008,01,,,000004,U.S. Senator,ALPINE,000012,UNDER VOTES,,0303,,000000,000000,000000,006,0001
03,000009,01,,,000004,U.S. Senator,CANYON DE CHELLY,000013,UNDER VOTES,,0303,,000000,000000,000000,006,0002
05,000005,01,,,000004,U.S. Senator,CHINLE,000010,UNDER VOTES,,0303,,000001,000000,000000,006,0003
09,000071,01,,,000016,U.S. Senator,CONCHO,000092,UNDER VOTES,,0303,,000005,000000,000000,006,0004
10,000002,01,,,000004,U.S. Senator,CORNFIELDS,000006,UNDER VOTES,,0303,,000000,000000,000000,006,0005
11,000002,01,,,000007,U.S. Senator,COTTONWOOD,000009,UNDER VOTES,,0303,,000000,000000,000000,006,0006
12,000017,01,,,000008,U.S. Senator,CORONADO,000025,UNDER VOTES,,0303,,000000,000000,000000,006,0007
13,000000,01,,,000004,U.S. Senator,DENNEHOTSO,000004,UNDER VOTES,,0303,,000000,000000,000000,006,0008
16,000017,01,,,000010,U.S. Senator,EAGAR,000031,UNDER VOTES,,0303,,000004,000000,000000,006,0009
17,000009,01,,,000008,U.S. Senator,FLAT TOP,000019,UNDER VOTES,,0303,,000002,000000,000000,006,0010
19,000011,01,,,000008,U.S. Senator,FT. DEFIANCE,000019,UNDER VOTES,,0303,,000000,000000,000000,006,0011
22,000003,01,,,000002,U.S. Senator,GANADO NORTH,000007,UNDER VOTES,,0303,,000002,000000,000000,006,0012
23,000003,01,,,000004,U.S. Senator,GANADO SOUTH,000008,UNDER VOTES,,0303,,000001,000000,000000,006,0013
25,000000,01,,,000003,U.S. Senator,GREER,000003,UNDER VOTES,,0303,,000000,000000,000000,006,0014
27,000007,01,,,000006,U.S. Senator,HOUCK,000014,UNDER VOTES,,0303,,000001,000000,000000,006,0015
29,000001,01,,,000002,U.S. Senator,KINLICHEE,000005,UNDER VOTES,,0303,,000002,000000,000000,006,0016
31,000002,01,,,000002,U.S. Senator,KLAGETOH,000004,UNDER VOTES,,0303,,000000,000000,000000,006,0017
33,000001,01,,,000007,U.S. Senator,LUKACHUKAI,000010,UNDER VOTES,,0303,,000002,000000,000000,006,0018
35,000002,01,,,000010,U.S. Senator,LUPTON,000012,UNDER VOTES,,0303,,000000,000000,000000,006,0019
37,000001,01,,,000001,U.S. Senator,MCNARY,000003,UNDER VOTES,,0303,,000001,000000,000000,006,0020
39,000006,01,,,000006,U.S. Senator,MANY FARMS,000012,UNDER VOTES,,0303,,000000,000000,000000,006,0021
41,000002,01,,,000000,U.S. Senator,MEXICAN WATER,000002,UNDER VOTES,,0303,,000000,000000,000000,006,0022
43,000001,01,,,000006,U.S. Senator,NAZLINI,000007,UNDER VOTES,,0303,,000000,000000,000000,006,0023
45,000008,01,,,000003,U.S. Senator,NUTRIOSO,000011,UNDER VOTES,,0303,,000000,000000,000000,006,0024
46,000001,01,,,000004,U.S. Senator,OAK SPRINGS,000005,UNDER VOTES,,0303,,000000,000000,000000,006,0025
48,000008,01,T,,000007,U.S. Senator,PUERCO EAST & 49 PUERCO WES,000015,UNDER VOTES,,0303,,000000,000000,000000,006,0026
51,000001,01,,,000007,U.S. Senator,RED MESA,000008,UNDER VOTES,,0303,,000000,000000,000000,006,0027
52,000001,01,,,000008,U.S. Senator,RED VALLEY,000010,UNDER VOTES,,0303,,000001,000000,000000,006,0028
54,000000,01,,,000004,U.S. Senator,ROCK POINT,000005,UNDER VOTES,,0303,,000001,000000,000000,006,0029
56,000000,01,,,000002,U.S. Senator,ROUGH ROCK,000004,UNDER VOTES,,0303,,000002,000000,000000,006,0030
58,000002,01,,,000002,U.S. Senator,ROUND ROCK,000005,UNDER VOTES,,0303,,000001,000000,000000,006,0031
59,000017,01,,,000008,U.S. Senator,ROUND VALLEY,000026,UNDER VOTES,,0303,,000001,000000,000000,006,0032
61,000026,01,,,000016,U.S. Senator,ST. JOHNS,000046,UNDER VOTES,,0303,,000004,000000,000000,006,0033
65,000005,01,,,000008,U.S. Senator,ST. MICHAELS,000014,UNDER VOTES,,0303,,000001,000000,000000,006,0034
67,000002,01,,,000006,U.S. Senator,SAWMILL,000008,UNDER VOTES,,0303,,000000,000000,000000,006,0035
70,000013,01,,,000009,U.S. Senator,SPRINGERVILLE,000023,UNDER VOTES,,0303,,000001,000000,000000,006,0036
74,000000,01,,,000004,U.S. Senator,STEAMBOAT,000005,UNDER VOTES,,0303,,000001,000000,000000,006,0037
76,000002,01,,,000016,U.S. Senator,SWEETWATER,000018,UNDER VOTES,,0303,,000000,000000,000000,006,0038
78,000001,01,,,000007,U.S. Senator,TACHEE,000009,UNDER VOTES,,0303,,000001,000000,000000,006,0039
80,000002,01,,,000006,U.S. Senator,TEEC NOS POS,000008,UNDER VOTES,,0303,,000000,000000,000000,006,0040
82,000031,01,,,000014,U.S. Senator,VERNON,000046,UNDER VOTES,,0303,,000001,000000,000000,006,0041
84,000000,01,,,000004,U.S. Senator,WHEATFIELDS,000004,UNDER VOTES,,0303,,000000,000000,000000,006,0042
86,000000,01,,,000002,U.S. Senator,WIDE RUINS,000002,UNDER VOTES,,0303,,000000,000000,000000,006,0043
88,000003,01,,,000002,U.S. Senator,WINDOW ROCK,000008,UNDER VOTES,,0303,,000003,000000,000000,006,0044
02,000064,01,,,000018,U.S. Rep in Congress Dist.1,ALPINE,000083,"O'HALLERAN, TOM",,0304,DEM,000001,000000,000000,001,0001
03,000628,01,,,000625,U.S. Rep in Congress Dist.1,CANYON DE CHELLY,001320,"O'HALLERAN, TOM",,0304,DEM,000067,000000,000000,001,0002
05,000352,01,,,000262,U.S. Rep in Congress Dist.1,CHINLE,000645,"O'HALLERAN, TOM",,0304,DEM,000031,000000,000000,001,0003
09,000255,01,,,000084,U.S. Rep in Congress Dist.1,CONCHO,000347,"O'HALLERAN, TOM",,0304,DEM,000008,000000,000000,001,0004
10,000087,01,,,000271,U.S. Rep in Congress Dist.1,CORNFIELDS,000363,"O'HALLERAN, TOM",,0304,DEM,000005,000000,000000,001,0005
11,000195,01,,,000352,U.S. Rep in Congress Dist.1,COTTONWOOD,000570,"O'HALLERAN, TOM",,0304,DEM,000023,000000,000000,001,0006
12,000122,01,,,000042,U.S. Rep in Congress Dist.1,CORONADO,000167,"O'HALLERAN, TOM",,0304,DEM,000003,000000,000000,001,0007
13,000068,01,,,000330,U.S. Rep in Congress Dist.1,DENNEHOTSO,000408,"O'HALLERAN, TOM",,0304,DEM,000010,000000,000000,001,0008
16,000169,01,,,000072,U.S. Rep in Congress Dist.1,EAGAR,000248,"O'HALLERAN, TOM",,0304,DEM,000007,000000,000000,001,0009
17,000102,01,,,000052,U.S. Rep in Congress Dist.1,FLAT TOP,000160,"O'HALLERAN, TOM",,0304,DEM,000006,000000,000000,001,0010
19,000671,01,,,000551,U.S. Rep in Congress Dist.1,FT. DEFIANCE,001292,"O'HALLERAN, TOM",,0304,DEM,000070,000000,000000,001,0011
22,000123,01,,,000178,U.S. Rep in Congress Dist.1,GANADO NORTH,000316,"O'HALLERAN, TOM",,0304,DEM,000015,000000,000000,001,0012
23,000187,01,,,000283,U.S. Rep in Congress Dist.1,GANADO SOUTH,000493,"O'HALLERAN, TOM",,0304,DEM,000023,000000,000000,001,0013
25,000027,01,,,000006,U.S. Rep in Congress Dist.1,GREER,000033,"O'HALLERAN, TOM",,0304,DEM,000000,000000,000000,001,0014
27,000216,01,,,000237,U.S. Rep in Congress Dist.1,HOUCK,000466,"O'HALLERAN, TOM",,0304,DEM,000013,000000,000000,001,0015
29,000157,01,,,000332,U.S. Rep in Congress Dist.1,KINLICHEE,000540,"O'HALLERAN, TOM",,0304,DEM,000051,000000,000000,001,0016
31,000132,01,,,000231,U.S. Rep in Congress Dist.1,KLAGETOH,000395,"O'HALLERAN, TOM",,0304,DEM,000032,000000,000000,001,0017
33,000176,01,,,000456,U.S. Rep in Congress Dist.1,LUKACHUKAI,000694,"O'HALLERAN, TOM",,0304,DEM,000062,000000,000000,001,0018
35,000086,01,,,000178,U.S. Rep in Congress Dist.1,LUPTON,000270,"O'HALLERAN, TOM",,0304,DEM,000006,000000,000000,001,0019
37,000011,01,,,000054,U.S. Rep in Congress Dist.1,MCNARY,000071,"O'HALLERAN, TOM",,0304,DEM,000006,000000,000000,001,0020
39,000292,01,,,000378,U.S. Rep in Congress Dist.1,MANY FARMS,000715,"O'HALLERAN, TOM",,0304,DEM,000045,000000,000000,001,0021
41,000026,01,,,000058,U.S. Rep in Congress Dist.1,MEXICAN WATER,000089,"O'HALLERAN, TOM",,0304,DEM,000005,000000,000000,001,0022
43,000185,01,,,000193,U.S. Rep in Congress Dist.1,NAZLINI,000396,"O'HALLERAN, TOM",,0304,DEM,000018,000000,000000,001,0023
45,000070,01,,,000012,U.S. Rep in Congress Dist.1,NUTRIOSO,000084,"O'HALLERAN, TOM",,0304,DEM,000002,000000,000000,001,0024
46,000098,01,,,000128,U.S. Rep in Congress Dist.1,OAK SPRINGS,000232,"O'HALLERAN, TOM",,0304,DEM,000006,000000,000000,001,0025
48,000227,01,T,,000276,U.S. Rep in Congress Dist.1,PUERCO EAST & 49 PUERCO WES,000544,"O'HALLERAN, TOM",,0304,DEM,000041,000000,000000,001,0026
51,000027,01,,,000065,U.S. Rep in Congress Dist.1,RED MESA,000100,"O'HALLERAN, TOM",,0304,DEM,000008,000000,000000,001,0027
52,000053,01,,,000182,U.S. Rep in Congress Dist.1,RED VALLEY,000246,"O'HALLERAN, TOM",,0304,DEM,000011,000000,000000,001,0028
54,000114,01,,,000385,U.S. Rep in Congress Dist.1,ROCK POINT,000545,"O'HALLERAN, TOM",,0304,DEM,000046,000000,000000,001,0029
56,000110,01,,,000227,U.S. Rep in Congress Dist.1,ROUGH ROCK,000355,"O'HALLERAN, TOM",,0304,DEM,000018,000000,000000,001,0030
58,000088,01,,,000296,U.S. Rep in Congress Dist.1,ROUND ROCK,000409,"O'HALLERAN, TOM",,0304,DEM,000025,000000,000000,001,0031
59,000085,01,,,000036,U.S. Rep in Congress Dist.1,ROUND VALLEY,000127,"O'HALLERAN, TOM",,0304,DEM,000006,000000,000000,001,0032
61,000209,01,,,000094,U.S. Rep in Congress Dist.1,ST. JOHNS,000308,"O'HALLERAN, TOM",,0304,DEM,000005,000000,000000,001,0033
65,000353,01,,,000412,U.S. Rep in Congress Dist.1,ST. MICHAELS,000829,"O'HALLERAN, TOM",,0304,DEM,000064,000000,000000,001,0034
67,000133,01,,,000204,U.S. Rep in Congress Dist.1,SAWMILL,000358,"O'HALLERAN, TOM",,0304,DEM,000021,000000,000000,001,0035
70,000153,01,,,000079,U.S. Rep in Congress Dist.1,SPRINGERVILLE,000235,"O'HALLERAN, TOM",,0304,DEM,000003,000000,000000,001,0036
74,000240,01,,,000352,U.S. Rep in Congress Dist.1,STEAMBOAT,000623,"O'HALLERAN, TOM",,0304,DEM,000031,000000,000000,001,0037
76,000070,01,,,000169,U.S. Rep in Congress Dist.1,SWEETWATER,000243,"O'HALLERAN, TOM",,0304,DEM,000004,000000,000000,001,0038
78,000074,01,,,000145,U.S. Rep in Congress Dist.1,TACHEE,000229,"O'HALLERAN, TOM",,0304,DEM,000010,000000,000000,001,0039
80,000070,01,,,000207,U.S. Rep in Congress Dist.1,TEEC NOS POS,000294,"O'HALLERAN, TOM",,0304,DEM,000017,000000,000000,001,0040
82,000233,01,,,000044,U.S. Rep in Congress Dist.1,VERNON,000285,"O'HALLERAN, TOM",,0304,DEM,000008,000000,000000,001,0041
84,000210,01,,,000436,U.S. Rep in Congress Dist.1,WHEATFIELDS,000692,"O'HALLERAN, TOM",,0304,DEM,000046,000000,000000,001,0042
86,000123,01,,,000217,U.S. Rep in Congress Dist.1,WIDE RUINS,000353,"O'HALLERAN, TOM",,0304,DEM,000013,000000,000000,001,0043
88,000419,01,,,000292,U.S. Rep in Congress Dist.1,WINDOW ROCK,000734,"O'HALLERAN, TOM",,0304,DEM,000023,000000,000000,001,0044
02,000126,01,,,000053,U.S. Rep in Congress Dist.1,ALPINE,000183,"BABEU, PAUL",,0304,REP,000004,000000,000000,002,0001
03,000097,01,,,000183,U.S. Rep in Congress Dist.1,CANYON DE CHELLY,000310,"BABEU, PAUL",,0304,REP,000030,000000,000000,002,0002
05,000062,01,,,000106,U.S. Rep in Congress Dist.1,CHINLE,000176,"BABEU, PAUL",,0304,REP,000008,000000,000000,002,0003
09,000608,01,,,000226,U.S. Rep in Congress Dist.1,CONCHO,000864,"BABEU, PAUL",,0304,REP,000030,000000,000000,002,0004
10,000009,01,,,000023,U.S. Rep in Congress Dist.1,CORNFIELDS,000032,"BABEU, PAUL",,0304,REP,000000,000000,000000,002,0005
11,000020,01,,,000074,U.S. Rep in Congress Dist.1,COTTONWOOD,000096,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0006
12,000216,01,,,000189,U.S. Rep in Congress Dist.1,CORONADO,000421,"BABEU, PAUL",,0304,REP,000016,000000,000000,002,0007
13,000005,01,,,000047,U.S. Rep in Congress Dist.1,DENNEHOTSO,000056,"BABEU, PAUL",,0304,REP,000004,000000,000000,002,0008
16,000362,01,,,000193,U.S. Rep in Congress Dist.1,EAGAR,000581,"BABEU, PAUL",,0304,REP,000026,000000,000000,002,0009
17,000233,01,,,000169,U.S. Rep in Congress Dist.1,FLAT TOP,000411,"BABEU, PAUL",,0304,REP,000009,000000,000000,002,0010
19,000112,01,,,000175,U.S. Rep in Congress Dist.1,FT. DEFIANCE,000309,"BABEU, PAUL",,0304,REP,000022,000000,000000,002,0011
22,000016,01,,,000030,U.S. Rep in Congress Dist.1,GANADO NORTH,000048,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0012
23,000020,01,,,000051,U.S. Rep in Congress Dist.1,GANADO SOUTH,000075,"BABEU, PAUL",,0304,REP,000004,000000,000000,002,0013
25,000055,01,,,000020,U.S. Rep in Congress Dist.1,GREER,000075,"BABEU, PAUL",,0304,REP,000000,000000,000000,002,0014
27,000025,01,,,000055,U.S. Rep in Congress Dist.1,HOUCK,000082,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0015
29,000014,01,,,000043,U.S. Rep in Congress Dist.1,KINLICHEE,000069,"BABEU, PAUL",,0304,REP,000012,000000,000000,002,0016
31,000011,01,,,000041,U.S. Rep in Congress Dist.1,KLAGETOH,000059,"BABEU, PAUL",,0304,REP,000007,000000,000000,002,0017
33,000018,01,,,000061,U.S. Rep in Congress Dist.1,LUKACHUKAI,000090,"BABEU, PAUL",,0304,REP,000011,000000,000000,002,0018
35,000006,01,,,000034,U.S. Rep in Congress Dist.1,LUPTON,000042,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0019
37,000003,01,,,000006,U.S. Rep in Congress Dist.1,MCNARY,000010,"BABEU, PAUL",,0304,REP,000001,000000,000000,002,0020
39,000038,01,,,000057,U.S. Rep in Congress Dist.1,MANY FARMS,000102,"BABEU, PAUL",,0304,REP,000007,000000,000000,002,0021
41,000003,01,,,000010,U.S. Rep in Congress Dist.1,MEXICAN WATER,000015,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0022
43,000024,01,,,000063,U.S. Rep in Congress Dist.1,NAZLINI,000093,"BABEU, PAUL",,0304,REP,000006,000000,000000,002,0023
45,000133,01,,,000036,U.S. Rep in Congress Dist.1,NUTRIOSO,000171,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0024
46,000007,01,,,000013,U.S. Rep in Congress Dist.1,OAK SPRINGS,000022,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0025
48,000082,01,T,,000076,U.S. Rep in Congress Dist.1,PUERCO EAST & 49 PUERCO WES,000176,"BABEU, PAUL",,0304,REP,000018,000000,000000,002,0026
51,000004,01,,,000008,U.S. Rep in Congress Dist.1,RED MESA,000013,"BABEU, PAUL",,0304,REP,000001,000000,000000,002,0027
52,000023,01,,,000077,U.S. Rep in Congress Dist.1,RED VALLEY,000104,"BABEU, PAUL",,0304,REP,000004,000000,000000,002,0028
54,000013,01,,,000050,U.S. Rep in Congress Dist.1,ROCK POINT,000073,"BABEU, PAUL",,0304,REP,000010,000000,000000,002,0029
56,000010,01,,,000022,U.S. Rep in Congress Dist.1,ROUGH ROCK,000037,"BABEU, PAUL",,0304,REP,000005,000000,000000,002,0030
58,000005,01,,,000034,U.S. Rep in Congress Dist.1,ROUND ROCK,000042,"BABEU, PAUL",,0304,REP,000003,000000,000000,002,0031
59,000198,01,,,000138,U.S. Rep in Congress Dist.1,ROUND VALLEY,000353,"BABEU, PAUL",,0304,REP,000017,000000,000000,002,0032
61,000311,01,,,000223,U.S. Rep in Congress Dist.1,ST. JOHNS,000557,"BABEU, PAUL",,0304,REP,000023,000000,000000,002,0033
65,000080,01,,,000097,U.S. Rep in Congress Dist.1,ST. MICHAELS,000187,"BABEU, PAUL",,0304,REP,000010,000000,000000,002,0034
67,000009,01,,,000039,U.S. Rep in Congress Dist.1,SAWMILL,000052,"BABEU, PAUL",,0304,REP,000004,000000,000000,002,0035
70,000227,01,,,000138,U.S. Rep in Congress Dist.1,SPRINGERVILLE,000391,"BABEU, PAUL",,0304,REP,000026,000000,000000,002,0036
74,000016,01,,,000041,U.S. Rep in Congress Dist.1,STEAMBOAT,000065,"BABEU, PAUL",,0304,REP,000008,000000,000000,002,0037
76,000008,01,,,000053,U.S. Rep in Congress Dist.1,SWEETWATER,000062,"BABEU, PAUL",,0304,REP,000001,000000,000000,002,0038
78,000014,01,,,000036,U.S. Rep in Congress Dist.1,TACHEE,000050,"BABEU, PAUL",,0304,REP,000000,000000,000000,002,0039
80,000024,01,,,000034,U.S. Rep in Congress Dist.1,TEEC NOS POS,000064,"BABEU, PAUL",,0304,REP,000006,000000,000000,002,0040
82,000473,01,,,000154,U.S. Rep in Congress Dist.1,VERNON,000648,"BABEU, PAUL",,0304,REP,000021,000000,000000,002,0041
84,000026,01,,,000061,U.S. Rep in Congress Dist.1,WHEATFIELDS,000092,"BABEU, PAUL",,0304,REP,000005,000000,000000,002,0042
86,000012,01,,,000027,U.S. Rep in Congress Dist.1,WIDE RUINS,000041,"BABEU, PAUL",,0304,REP,000002,000000,000000,002,0043
88,000079,01,,,000079,U.S. Rep in Congress Dist.1,WINDOW ROCK,000174,"BABEU, PAUL",,0304,REP,000016,000000,000000,002,0044
02,000008,01,,,000008,U.S. Rep in Congress Dist.1,ALPINE,000016,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0001
03,000040,01,,,000031,U.S. Rep in Congress Dist.1,CANYON DE CHELLY,000075,"PARRISH, RAY",,0304,GRN,000004,000000,000000,003,0002
05,000023,01,,,000016,U.S. Rep in Congress Dist.1,CHINLE,000041,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0003
09,000083,01,,,000039,U.S. Rep in Congress Dist.1,CONCHO,000130,"PARRISH, RAY",,0304,GRN,000008,000000,000000,003,0004
10,000006,01,,,000008,U.S. Rep in Congress Dist.1,CORNFIELDS,000014,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0005
11,000008,01,,,000024,U.S. Rep in Congress Dist.1,COTTONWOOD,000037,"PARRISH, RAY",,0304,GRN,000005,000000,000000,003,0006
12,000023,01,,,000015,U.S. Rep in Congress Dist.1,CORONADO,000042,"PARRISH, RAY",,0304,GRN,000004,000000,000000,003,0007
13,000007,01,,,000032,U.S. Rep in Congress Dist.1,DENNEHOTSO,000041,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0008
16,000026,01,,,000016,U.S. Rep in Congress Dist.1,EAGAR,000044,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0009
17,000027,01,,,000014,U.S. Rep in Congress Dist.1,FLAT TOP,000044,"PARRISH, RAY",,0304,GRN,000003,000000,000000,003,0010
19,000055,01,,,000058,U.S. Rep in Congress Dist.1,FT. DEFIANCE,000124,"PARRISH, RAY",,0304,GRN,000011,000000,000000,003,0011
22,000008,01,,,000009,U.S. Rep in Congress Dist.1,GANADO NORTH,000019,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0012
23,000008,01,,,000020,U.S. Rep in Congress Dist.1,GANADO SOUTH,000031,"PARRISH, RAY",,0304,GRN,000003,000000,000000,003,0013
25,000004,01,,,000000,U.S. Rep in Congress Dist.1,GREER,000004,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0014
27,000010,01,,,000018,U.S. Rep in Congress Dist.1,HOUCK,000030,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0015
29,000003,01,,,000012,U.S. Rep in Congress Dist.1,KINLICHEE,000017,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0016
31,000012,01,,,000013,U.S. Rep in Congress Dist.1,KLAGETOH,000026,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0017
33,000014,01,,,000038,U.S. Rep in Congress Dist.1,LUKACHUKAI,000058,"PARRISH, RAY",,0304,GRN,000006,000000,000000,003,0018
35,000005,01,,,000018,U.S. Rep in Congress Dist.1,LUPTON,000024,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0019
37,000003,01,,,000003,U.S. Rep in Congress Dist.1,MCNARY,000007,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0020
39,000018,01,,,000012,U.S. Rep in Congress Dist.1,MANY FARMS,000033,"PARRISH, RAY",,0304,GRN,000003,000000,000000,003,0021
41,000000,01,,,000004,U.S. Rep in Congress Dist.1,MEXICAN WATER,000004,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0022
43,000012,01,,,000020,U.S. Rep in Congress Dist.1,NAZLINI,000033,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0023
45,000017,01,,,000003,U.S. Rep in Congress Dist.1,NUTRIOSO,000021,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0024
46,000010,01,,,000006,U.S. Rep in Congress Dist.1,OAK SPRINGS,000016,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0025
48,000030,01,T,,000026,U.S. Rep in Congress Dist.1,PUERCO EAST & 49 PUERCO WES,000058,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0026
51,000001,01,,,000007,U.S. Rep in Congress Dist.1,RED MESA,000009,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0027
52,000012,01,,,000026,U.S. Rep in Congress Dist.1,RED VALLEY,000040,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0028
54,000007,01,,,000020,U.S. Rep in Congress Dist.1,ROCK POINT,000029,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0029
56,000007,01,,,000017,U.S. Rep in Congress Dist.1,ROUGH ROCK,000025,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0030
58,000006,01,,,000012,U.S. Rep in Congress Dist.1,ROUND ROCK,000023,"PARRISH, RAY",,0304,GRN,000005,000000,000000,003,0031
59,000019,01,,,000013,U.S. Rep in Congress Dist.1,ROUND VALLEY,000034,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0032
61,000052,01,,,000018,U.S. Rep in Congress Dist.1,ST. JOHNS,000074,"PARRISH, RAY",,0304,GRN,000004,000000,000000,003,0033
65,000027,01,,,000030,U.S. Rep in Congress Dist.1,ST. MICHAELS,000066,"PARRISH, RAY",,0304,GRN,000009,000000,000000,003,0034
67,000007,01,,,000018,U.S. Rep in Congress Dist.1,SAWMILL,000027,"PARRISH, RAY",,0304,GRN,000002,000000,000000,003,0035
70,000025,01,,,000019,U.S. Rep in Congress Dist.1,SPRINGERVILLE,000047,"PARRISH, RAY",,0304,GRN,000003,000000,000000,003,0036
74,000004,01,,,000006,U.S. Rep in Congress Dist.1,STEAMBOAT,000010,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0037
76,000010,01,,,000013,U.S. Rep in Congress Dist.1,SWEETWATER,000023,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0038
78,000001,01,,,000008,U.S. Rep in Congress Dist.1,TACHEE,000013,"PARRISH, RAY",,0304,GRN,000004,000000,000000,003,0039
80,000007,01,,,000024,U.S. Rep in Congress Dist.1,TEEC NOS POS,000035,"PARRISH, RAY",,0304,GRN,000004,000000,000000,003,0040
82,000050,01,,,000024,U.S. Rep in Congress Dist.1,VERNON,000075,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0041
84,000016,01,,,000031,U.S. Rep in Congress Dist.1,WHEATFIELDS,000048,"PARRISH, RAY",,0304,GRN,000001,000000,000000,003,0042
86,000009,01,,,000005,U.S. Rep in Congress Dist.1,WIDE RUINS,000014,"PARRISH, RAY",,0304,GRN,000000,000000,000000,003,0043
88,000034,01,,,000025,U.S. Rep in Congress Dist.1,WINDOW ROCK,000063,"PARRISH, RAY",,0304,GRN,000004,000000,000000,003,0044
02,000001,01,,,000000,U.S. Rep in Congress Dist.1,ALPINE,000001,WRITE-IN,,0304,NON,000000,000000,000000,004,0001
03,000000,01,,,000004,U.S. Rep in Congress Dist.1,CANYON DE CHELLY,000005,WRITE-IN,,0304,NON,000001,000000,000000,004,0002
05,000000,01,,,000001,U.S. Rep in Congress Dist.1,CHINLE,000001,WRITE-IN,,0304,NON,000000,000000,000000,004,0003
09,000008,01,,,000003,U.S. Rep in Congress Dist.1,CONCHO,000012,WRITE-IN,,0304,NON,000001,000000,000000,004,0004
10,000000,01,,,000000,U.S. Rep in Congress Dist.1,CORNFIELDS,000000,WRITE-IN,,0304,NON,000000,000000,000000,004,0005
11,000001,01,,,000001,U.S. Rep in Congress Dist.1,COTTONWOOD,000002,WRITE-IN,,0304,NON,000000,000000,000000,004,0006
12,000003,01,,,000001,U.S. Rep in Congress Dist.1,CORONADO,000004,WRITE-IN,,0304,NON,000000,000000,000000,004,0007
